lambda,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_sparsity_percent
0.0001,1,787.6871127424569,0.12931034534141936,787.5033569335938,0.0833333358168602,0.0
0.001,1,7856.325026939655,0.1724137931034483,7854.23486328125,0.0833333358168602,0.0
