method,target_sparsity_percent,mean_accuracy_percent,std_accuracy_percent,mean_accuracy_drop_vs_dense_percent_points,std_accuracy_drop_vs_dense_percent_points
structured_learned,40.0,52.82333333333333,0.02081665999465747,-0.8166666666666652,0.22501851775649662
structured_learned,60.0,51.24666666666667,0.731049473930003,0.7600000000000003,0.7104224095564536
